# Logfile created on 2026-08-08 22:29:27 +0200 by logger.rb/v1.5.3
2026-08-08 22:29:27 +0200: Memory Usage (454720K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/spi-slave-ihp/spi_slave.gds
2026-08-08 22:29:27 +0200: Memory Usage (454720K) : Ruby Version for klayout: 3.2.3
2026-08-08 22:29:27 +0200: Memory Usage (456816K) : Loading database to memory is complete.
2026-08-08 22:29:27 +0200: Memory Usage (456816K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/spi-slave-ihp/signoff/drc/spi_slave_spi_slave_latchup.lyrdb
2026-08-08 22:29:27 +0200: Memory Usage (456944K) : Evaluate switches.
2026-08-08 22:29:27 +0200: Memory Usage (456944K) : tables selected: latchup
2026-08-08 22:29:27 +0200: Memory Usage (456944K) : KLayout will use 8 thread(s) in tiling mode.
2026-08-08 22:29:27 +0200: Memory Usage (456944K) : deep mode is enabled.
2026-08-08 22:29:28 +0200: Memory Usage (459496K) : metal1_pin has 5570 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459496K) : metal1_mask has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459496K) : metal1_filler has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459496K) : metal1_nofill has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459496K) : metal1_slit has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal1_text has 5488 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal1_opc has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal1_noqrc has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal1_res has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal1_iprobe has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal1_diffprb has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : passiv_drw has 12 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : passiv_pin has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : passiv_sbump has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : passiv_pillar has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : passiv_pdl has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_drw has 7662 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_pin has 19 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_mask has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_filler has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_nofill has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_slit has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_text has 19 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_opc has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_noqrc has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_res has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_iprobe has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459684K) : metal2_diffprb has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459812K) : baspoly_drw has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459812K) : baspoly_pin has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459812K) : psd_drw has 3408 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459940K) : nldb_drw has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459940K) : digibnd_drw has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (459940K) : via1_drw has 2569 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_drw has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_pin has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_mask has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_filler has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_nofill has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_slit has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_text has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_opc has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_noqrc has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_res has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_iprobe has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backmetal1_diffprb has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : backpassiv_drw has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : res_drw has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : sram_drw has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : trans_drw has 0 polygons
2026-08-08 22:29:28 +0200: Memory Usage (460068K) : ind_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : ind_pin has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : ind_text has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : salblock_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : via2_drw has 2316 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_drw has 3647 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_pin has 11 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_mask has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_filler has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_nofill has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_slit has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_text has 11 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_opc has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_noqrc has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_res has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_iprobe has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : metal3_diffprb has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : nwell_drw has 1682 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : nwell_pin has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : nbulay_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : nbulay_pin has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : nbulay_block has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : emwind_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : emwind_opc has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460068K) : deepco_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : deepco_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : mim_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : edgeseal_drw has 24 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : edgeseal_bound has 1 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : substrate_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : substrate_text has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : dfpad_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : dfpad_pillar has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : dfpad_sbump has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : thickgateox_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : pldb_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : pwell_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : pwell_pin has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : pwell_block has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : ic_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : via3_drw has 597 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_drw has 492 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_pin has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_mask has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_filler has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_nofill has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_slit has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_text has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_opc has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_noqrc has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_res has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_iprobe has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal4_diffprb has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : heattrans_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : heatres_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : pempoly_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : fbe_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : empoly_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : ldmos_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : pbiwind_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : digisub_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : nodrc_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : text_drw has 2 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : via4_drw has 468 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal5_drw has 311 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal5_pin has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal5_mask has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal5_filler has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460196K) : metal5_nofill has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460324K) : metal5_slit has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460324K) : metal5_text has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460324K) : metal5_opc has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : metal5_noqrc has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : metal5_res has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : metal5_iprobe has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : metal5_diffprb has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : radhard_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : memcap_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : varicap_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : flash_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : intbondvia_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : intbondmet_drw has 0 polygons
2026-08-08 22:29:29 +0200: Memory Usage (460452K) : devbondvia_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : devbondmet_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : devtrench_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : redist_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : graphbot_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : graphtop_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : antvia1_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : antmetal2_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : graphcont_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : siwg_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : siwg_filler has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : siwg_nofill has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : sigrating_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : singrating_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : graphpas_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : emwind3_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : emwihv3_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : redbulay_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : smos_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : graphpad_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : polimide_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : polimide_pin has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_pin has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_esd has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_diode has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_tsv has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_iprobe has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_diffprb has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_pillar has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_sbump has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_otp has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_pdiode has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_mom has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : recog_pcm has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460452K) : colopen_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460580K) : graphmetal1_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460580K) : graphmetal1_filler has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460580K) : graphmetal1_nofill has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460580K) : graphmetal1_slit has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460580K) : graphmetal1_opc has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460580K) : graphmet1l_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460580K) : graphmet1l_filler has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460580K) : graphmet1l_nofill has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : graphmet1l_slit has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : graphmet1l_opc has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : extblock_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : nldd_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : pldd_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : next_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : pext_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : nexthv_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : pexthv_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : graphgate_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : sinwg_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : sinwg_filler has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : sinwg_nofill has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : mempad_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topvia1_drw has 200 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_drw has 118 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_pin has 4 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_mask has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_filler has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_nofill has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_slit has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_text has 2 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_noqrc has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_res has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_iprobe has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal1_diffprb has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : inldpwl_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : polyres_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : polyres_pin has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : vmim_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : nbulaycut_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : antmetal1_drw has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topvia2_drw has 36 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal2_drw has 40 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal2_pin has 4 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal2_mask has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal2_filler has 0 polygons
2026-08-08 22:29:30 +0200: Memory Usage (460708K) : topmetal2_nofill has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : topmetal2_slit has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : topmetal2_text has 2 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : topmetal2_noqrc has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : topmetal2_res has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : topmetal2_iprobe has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : topmetal2_diffprb has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : snsring_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : sensor_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : snsarms_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : snscmosvia_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : colwind_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : flm_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : hafniumox_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : memvia_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : thinfilmres_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : rfmem_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m2m3 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m2m4 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m2m5 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m2tm1 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m2tm2 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m3m4 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m3m5 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m3tm1 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m3tm2 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m4m5 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m4tm1 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m4tm2 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m5tm1 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m5tm2 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_tm1tm2 has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m1sub has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m2sub has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m3sub has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m4sub has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_m5sub has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_tm1sub has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : norcx_tm2sub has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : snsbotvia_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : snstopvia_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : deepvia_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : fgetch_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : ctrgat_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : fgimp_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : emwihv_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : lbe_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : alcustop_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : nometfiller_drw has 0 polygons
2026-08-08 22:29:31 +0200: Memory Usage (460708K) : prboundary_drw has 0 polygons
