# Logfile created on 2026-08-08 22:49:38 +0200 by logger.rb/v1.5.3
2026-08-08 22:49:38 +0200: Memory Usage (454632K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/spi-slave-ihp/flow/runs/RUN_2026-08-08_22-27-58/final/klayout_gds/spi_slave.klayout.gds
2026-08-08 22:49:38 +0200: Memory Usage (454632K) : Ruby Version for klayout: 3.2.3
2026-08-08 22:49:38 +0200: Memory Usage (455956K) : Loading database to memory is complete.
2026-08-08 22:49:38 +0200: Memory Usage (455956K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/spi-slave-ihp/signoff/drc_noring/spi_slave.klayout_spi_slave_gatpolyfiller.lyrdb
2026-08-08 22:49:38 +0200: Memory Usage (455956K) : Evaluate switches.
2026-08-08 22:49:38 +0200: Memory Usage (455956K) : tables selected: gatpolyfiller
2026-08-08 22:49:38 +0200: Memory Usage (455956K) : KLayout will use 8 thread(s) in tiling mode.
2026-08-08 22:49:38 +0200: Memory Usage (455956K) : deep mode is enabled.
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal1_text has 5454 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal1_opc has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal1_noqrc has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal1_res has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal1_iprobe has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal1_diffprb has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : passiv_drw has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : passiv_pin has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : passiv_sbump has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : passiv_pillar has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : passiv_pdl has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_drw has 7663 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_pin has 19 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_mask has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_filler has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_nofill has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_slit has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_text has 19 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_opc has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_noqrc has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_res has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_iprobe has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : metal2_diffprb has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : baspoly_drw has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : baspoly_pin has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : psd_drw has 3352 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : nldb_drw has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : digibnd_drw has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : via1_drw has 2532 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_drw has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_pin has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_mask has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_filler has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_nofill has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_slit has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_text has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_opc has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_noqrc has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_res has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_iprobe has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backmetal1_diffprb has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : backpassiv_drw has 0 polygons
2026-08-08 22:49:39 +0200: Memory Usage (458668K) : res_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : sram_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : trans_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : ind_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : ind_pin has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : ind_text has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : salblock_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : via2_drw has 2276 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_drw has 3581 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_pin has 11 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_mask has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_filler has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_nofill has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_slit has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_text has 11 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_opc has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_noqrc has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_res has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_iprobe has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal3_diffprb has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : nwell_drw has 1666 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : nwell_pin has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : nbulay_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : nbulay_pin has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : nbulay_block has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : emwind_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : emwind_opc has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : deepco_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : deepco_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : mim_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : edgeseal_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : edgeseal_bound has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : substrate_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : substrate_text has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : dfpad_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : dfpad_pillar has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : dfpad_sbump has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : thickgateox_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : pldb_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : pwell_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : pwell_pin has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : pwell_block has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : ic_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : via3_drw has 512 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal4_drw has 385 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal4_pin has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal4_mask has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458668K) : metal4_filler has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal4_nofill has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal4_slit has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal4_text has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal4_opc has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal4_noqrc has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal4_res has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal4_iprobe has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal4_diffprb has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : heattrans_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : heatres_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : pempoly_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : fbe_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : empoly_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : ldmos_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : pbiwind_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : digisub_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : nodrc_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : text_drw has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : via4_drw has 410 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal5_drw has 268 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal5_pin has 0 polygons
2026-08-08 22:49:40 +0200: Memory Usage (458796K) : metal5_mask has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : metal5_filler has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : metal5_nofill has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : metal5_slit has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : metal5_text has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : metal5_opc has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : metal5_noqrc has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : metal5_res has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : metal5_iprobe has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : metal5_diffprb has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : radhard_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : memcap_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : varicap_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : flash_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : intbondvia_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : intbondmet_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : devbondvia_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : devbondmet_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : devtrench_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : redist_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphbot_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphtop_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : antvia1_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : antmetal2_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphcont_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : siwg_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : siwg_filler has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : siwg_nofill has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : sigrating_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : singrating_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphpas_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : emwind3_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : emwihv3_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : redbulay_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : smos_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphpad_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : polimide_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : polimide_pin has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_pin has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_esd has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_diode has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_tsv has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_iprobe has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_diffprb has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_pillar has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_sbump has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_otp has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_pdiode has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_mom has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : recog_pcm has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : colopen_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphmetal1_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphmetal1_filler has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphmetal1_nofill has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphmetal1_slit has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphmetal1_opc has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphmet1l_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphmet1l_filler has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphmet1l_nofill has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphmet1l_slit has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : graphmet1l_opc has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : extblock_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : nldd_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : pldd_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : next_drw has 0 polygons
2026-08-08 22:49:41 +0200: Memory Usage (458796K) : pext_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : nexthv_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : pexthv_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : graphgate_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : sinwg_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : sinwg_filler has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : sinwg_nofill has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : mempad_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topvia1_drw has 156 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_drw has 94 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_pin has 4 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_mask has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_filler has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_nofill has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_slit has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_text has 2 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_noqrc has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_res has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_iprobe has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal1_diffprb has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : inldpwl_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : polyres_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : polyres_pin has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : vmim_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : nbulaycut_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : antmetal1_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topvia2_drw has 8 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_drw has 16 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_pin has 4 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_mask has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_filler has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_nofill has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_slit has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_text has 2 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_noqrc has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_res has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_iprobe has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : topmetal2_diffprb has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : snsring_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : sensor_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458796K) : snsarms_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : snscmosvia_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : colwind_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : flm_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : hafniumox_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : memvia_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : thinfilmres_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : rfmem_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m2m3 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m2m4 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m2m5 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m2tm1 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m2tm2 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m3m4 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m3m5 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m3tm1 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m3tm2 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m4m5 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m4tm1 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m4tm2 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m5tm1 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m5tm2 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_tm1tm2 has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m1sub has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m2sub has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m3sub has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m4sub has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_m5sub has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_tm1sub has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : norcx_tm2sub has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : snsbotvia_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : snstopvia_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : deepvia_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : fgetch_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : ctrgat_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : fgimp_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : emwihv_drw has 0 polygons
2026-08-08 22:49:42 +0200: Memory Usage (458924K) : lbe_drw has 0 polygons
